	velocity:	0.0	 +/- 	0.0
	tem_depth:	1.0	 +/- 	0.0
	iod_depth:	0.9994392625041879	 +/- 	0.037250575927350545
	lsf_left_5:	0.47020586581038487	 +/- 	0.13995590023468565
	lsf_left_4:	-1.722327199300537	 +/- 	0.3052131002454495
	lsf_left_3:	4.454803206572673	 +/- 	0.751153036187976
	lsf_left_2:	-7.014882057524387	 +/- 	1.31322387542702
	lsf_left_1:	4.738189339925022	 +/- 	1.2414816054551243
	lsf_right1:	4.743256917109307	 +/- 	1.3063032781000883
	lsf_right2:	-7.147329052355311	 +/- 	1.2198903964283152
	lsf_right3:	4.675285156359574	 +/- 	0.7086473050337593
	lsf_right4:	-1.777757839647303	 +/- 	0.3180550298883292
	lsf_right5:	0.46913160765969425	 +/- 	0.13784348616407396
	wave_intercept:	5537.745596974078	 +/- 	350.23346283286673
	wave_slope:	0.0235712358351248	 +/- 	0.002241020589683838
	cont_intercept:	126253.49701199203	 +/- 	33565.7381553842
	cont_slope:	-12.80575508129834	 +/- 	72.73745659438754

	velocity:	0.0	 +/- 	0.0
	tem_depth:	1.0	 +/- 	0.0
	iod_depth:	0.9994392625041879	 +/- 	0.037250575927350545
	lsf_left_5:	0.47020586581038487	 +/- 	0.13995590023468565
	lsf_left_4:	-1.722327199300537	 +/- 	0.3052131002454495
	lsf_left_3:	4.454803206572673	 +/- 	0.751153036187976
	lsf_left_2:	-7.014882057524387	 +/- 	1.31322387542702
	lsf_left_1:	4.738189339925022	 +/- 	1.2414816054551243
	lsf_right1:	4.743256917109307	 +/- 	1.3063032781000883
	lsf_right2:	-7.147329052355311	 +/- 	1.2198903964283152
	lsf_right3:	4.675285156359574	 +/- 	0.7086473050337593
	lsf_right4:	-1.777757839647303	 +/- 	0.3180550298883292
	lsf_right5:	0.46913160765969425	 +/- 	0.13784348616407396
	wave_intercept:	5537.745596974078	 +/- 	350.23346283286673
	wave_slope:	0.0235712358351248	 +/- 	0.002241020589683838
	cont_intercept:	126253.49701199203	 +/- 	33565.7381553842
	cont_slope:	-12.80575508129834	 +/- 	72.73745659438754

